303,0.051932479,0.000923013,0,0.006520977,0.044902595,0.002544529,0.153638832
304,0.050895238,0.003039514,0,0.007092199,0.040763526,0.001013171,0.114029366
305,0.034832052,0.004402797,0.001803969,0.011618672,0.022311395,0.003006615,0.095297748
310,0.053170985,0.009214843,0,0.022407456,0.03076353,0.011433597,0.089919866
312,0.074308306,0.000830565,0.00166113,0.009136213,0.061849834,0.003322259,0.075120016
313,0.080652328,0.011492722,0.001331558,0.014155838,0.065164931,0,0.079026406
315,0.073567219,0.003431972,0.004382761,0.017202901,0.054172937,0.007927248,0.082530212
316,0.072380591,0,0.001582278,0.017405063,0.054975527,0.012658228,0.095402304
317,0.054119211,0.001557632,0.004672897,0.014018692,0.040100519,0.004672897,0.046482
318,0.075058886,0.005730659,0,0.010028653,0.059299573,0.00286533,0.07092772
319,0.078650708,0.001468429,0.004405286,0.014684288,0.061029563,0.005873715,0.117796609
320,0.077847856,0.014550265,0.005291005,0.026212246,0.05163561,0,0.09119547
321,0.056159966,0.007633588,0.003085892,0.023723179,0.030255762,0.005452563,0.089428053
322,0.037252618,0.002433772,0,0.012644365,0.023331929,0.005743459,0.107068223
324,0.059980981,0.010332951,0.002296211,0.017221584,0.040463185,0,0.080489754
325,0.053216442,0.00493866,0.001111729,0.015296034,0.037364544,0.003335186,0.071047485
326,0.088519765,0.001956947,0,0.003913894,0.084605871,0.001956947,0.104358118
327,0.071234129,0.00127551,0.005102041,0.017857143,0.049744898,0.008928571,0.12143254
328,0.072784523,0.005827078,0.001935105,0.019030625,0.053260801,0.00732367,0.139143881
330,0.077778147,0,0.002074689,0.037344398,0.040433748,0.033195021,0.041493776
333,0.06085109,0.002962963,0,0.007407407,0.048258497,0.002962963,0.054538776
336,0.068803578,0.006816748,0.004094166,0.013981539,0.053798498,0,0.060594105
338,0.070877422,0.00118624,0.00118624,0.010516378,0.060361045,0.006957659,0.099795194
339,0.069712772,0.002964427,0.005928854,0.014822134,0.048961784,0.003952569,0.068346576
340,0.074517625,0.003389831,0.00818604,0.018355531,0.056162094,0.001694915,0.093143918
341,0.069595352,0.003974563,0.001589825,0.018282989,0.050517451,0.0063593,0.1010867
343,0.060354183,0.002770083,0.002770083,0.015235457,0.045118726,0.008310249,0.127332882
344,0.055833323,0.005564462,0.001028807,0.017395738,0.035865569,0.009773663,0.077160494
345,0.093464613,0.006836569,0.004874652,0.023549661,0.067825815,0.004178273,0.071959673
347,0.094465925,0.002267574,0.006802721,0.013605442,0.080860483,0.002267574,0.048866463
348,0.082405219,0.004166667,0.002004575,0.014504575,0.067900643,0.003125,0.160674671
350,0.051585851,0.004854369,0.001386963,0.010402219,0.041183632,0.002080444,0.080856255
351,0.064462156,0,0.00085034,0.009197668,0.051863127,0.00085034,0.057236646
352,0.057201343,0.005872151,0.000597372,0.010651124,0.045355476,0.002389486,0.050702925
353,0.061566531,0.001455635,0.003210273,0.01269159,0.048874941,0.005617978,0.0513567
355,0.030745448,0.001958864,0.000979432,0.007835455,0.022909992,0.00489716,0.07902304
356,0.050209447,0,0.004864575,0.015300425,0.034909023,0.003683241,0.066317635
357,0.058773597,0.002475248,0,0.00990099,0.048872607,0.004950495,0.063634534
358,0.066709238,0,0.001531394,0.009188361,0.057520876,0.001531394,0.080968763
360,0.062590957,0.001633987,0,0.006535948,0.056055009,0.001633987,0.055941832
362,0.047136063,0.00511509,0.001278772,0.010230179,0.036905884,0.001278772,0.085392555
363,0.04527057,0.004145555,0.004075337,0.015590768,0.027431408,0.002763703,0.071341014
364,0.045054649,0.002647045,0.001178881,0.006168561,0.037913325,0.000243191,0.084403712
366,0.060607453,0.001569859,0.003532182,0.016411483,0.043018576,0.009026688,0.096265174
368,0.051627343,0.002270148,0.005022011,0.018359128,0.032065664,0.005959137,0.105921013
369,0.072966066,0.000892857,0.001785714,0.005323389,0.067196248,0.000446429,0.112488766
370,0.053988266,0.002268308,0.002268308,0.016177703,0.037162475,0.008101102,0.062011179
371,0.080985465,0,0.002436054,0.012180268,0.06758717,0.004872107,0.077859044
